,league,season,team_x,player_name,nationality,position,age,YOB,MP,Starts,Min,90s_r,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Unnamed: 78,Unnamed: 79,xA,A-xAG,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Live,Dead,FK.1,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp.4,Off,Blocks,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,SCA,SCA90,PassLive,PassDead,TO,Sh.1,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.2,Fld.1,Def.1,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att.4,Tkl%,Lost,Blocks.1,Sh.3,Pass,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Touches,Def Pen,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Att Pen,Live.1,Att.5,Succ,Succ%,Tkld,Tkld%,Carries,TotDist.1,PrgDist.1,PrgC.1,1/3,CPA,Mis,Dis,Rec,PrgR.1,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,MP.1,Min.1,Mn/MP,Min%,90s,Starts.1,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,team_id,player_id,league_id,market_value_in_eur,team_y
1380,ITA-Serie A,2223,Cremonese,Frank Tsadjout,ITA,FW,23.0,1999.0,20.0,14.0,1051.0,11.7,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.5,2.6,15.0,18.0,63.0,0.26,0.09,0.34,0.26,0.34,0.17,0.05,0.22,0.17,0.22,ITA,FW,23.0,1999.0,11.7,3.0,26.0,10.0,38.5,2.23,0.86,0.12,0.3,17.3,0.0,0.0,0.0,2.0,2.0,0.08,1.0,1.0,ITA,FW,23.0,1999.0,11.7,184.0,271.0,67.9,2340.0,400.0,113.0,155.0,72.9,54.0,76.0,71.1,3.0,8.0,37.5,1.0,0.5,0.3,0.5,10.0,14.0,5.0,0.0,18.0,ITA,FW,23.0,1999.0,11.7,271.0,266.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,184.0,1.0,2.0,ITA,FW,23.0,1999.0,11.7,22.0,1.89,18.0,0.0,0.0,3.0,1.0,0.0,3.0,0.26,3.0,0.0,0.0,0.0,0.0,0.0,ITA,FW,23.0,1999.0,11.7,10.0,8.0,3.0,6.0,1.0,3.0,9.0,33.3,6.0,7.0,1.0,6.0,8.0,18.0,9.0,0.0,ITA,FW,23.0,1999.0,11.7,404.0,11.0,35.0,197.0,176.0,49.0,404.0,19.0,12.0,63.2,2.0,10.5,209.0,1004.0,415.0,15.0,10.0,5.0,37.0,10.0,299.0,63.0,ITA,FW,23.0,1999.0,20,1051.0,53.0,30.7,11.7,14,66.0,2.0,6,22.0,13,0.85,10.0,27.0,-17.0,-1.46,-0.85,9.1,21.6,-12.5,-1.07,-0.51,2239,392545,IT1,1050000.0,US Cremonese
1381,ITA-Serie A,2223,Cremonese,Giacomo Quagliata,ITA,DF,22.0,2000.0,20.0,6.0,699.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.5,19.0,28.0,45.0,0.0,0.13,0.13,0.0,0.13,0.06,0.13,0.19,0.06,0.19,ITA,DF,22.0,2000.0,7.8,0.0,9.0,1.0,11.1,1.16,0.13,0.0,0.0,19.9,1.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5,ITA,DF,22.0,2000.0,7.8,221.0,338.0,65.4,3802.0,1660.0,108.0,123.0,87.8,90.0,132.0,68.2,20.0,62.0,32.3,1.0,1.0,1.0,0.0,13.0,21.0,10.0,8.0,28.0,ITA,DF,22.0,2000.0,7.8,338.0,264.0,73.0,5.0,0.0,0.0,54.0,60.0,8.0,3.0,4.0,0.0,221.0,1.0,14.0,ITA,DF,22.0,2000.0,7.8,28.0,3.61,16.0,7.0,0.0,1.0,4.0,0.0,2.0,0.26,1.0,1.0,0.0,0.0,0.0,0.0,ITA,DF,22.0,2000.0,7.8,10.0,8.0,7.0,1.0,2.0,5.0,11.0,45.5,6.0,7.0,2.0,5.0,11.0,21.0,8.0,0.0,ITA,DF,22.0,2000.0,7.8,421.0,15.0,107.0,154.0,171.0,13.0,421.0,25.0,10.0,40.0,11.0,44.0,193.0,1189.0,770.0,19.0,18.0,2.0,10.0,6.0,207.0,45.0,ITA,DF,22.0,2000.0,20,699.0,35.0,20.4,7.8,6,70.0,1.0,14,20.0,13,0.65,6.0,17.0,-11.0,-1.42,-0.69,7.5,17.6,-10.1,-1.3,-0.73,2239,458777,IT1,2000000.0,US Cremonese
1382,ITA-Serie A,2223,Cremonese,Johan Vásquez,MEX,DF,23.0,1998.0,25.0,19.0,1813.0,20.1,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.7,0.7,0.3,1.0,18.0,48.0,12.0,0.05,0.0,0.05,0.05,0.05,0.04,0.02,0.05,0.04,0.05,MEX,DF,23.0,1998.0,20.1,1.0,12.0,1.0,8.3,0.6,0.05,0.08,1.0,12.3,0.0,0.0,0.0,0.7,0.7,0.06,0.3,0.3,MEX,DF,23.0,1998.0,20.1,632.0,810.0,78.0,11163.0,4435.0,257.0,298.0,86.2,318.0,366.0,86.9,46.0,114.0,40.4,0.0,0.3,0.3,-0.3,6.0,39.0,4.0,1.0,48.0,MEX,DF,23.0,1998.0,20.1,810.0,739.0,69.0,33.0,1.0,1.0,4.0,29.0,0.0,0.0,0.0,0.0,632.0,2.0,14.0,MEX,DF,23.0,1998.0,20.1,20.0,0.99,17.0,0.0,0.0,0.0,3.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,MEX,DF,23.0,1998.0,20.1,41.0,26.0,34.0,7.0,0.0,18.0,39.0,46.2,21.0,27.0,20.0,7.0,45.0,86.0,93.0,1.0,MEX,DF,23.0,1998.0,20.1,1060.0,161.0,587.0,401.0,82.0,23.0,1060.0,14.0,11.0,78.6,3.0,21.4,505.0,2403.0,1311.0,18.0,11.0,1.0,14.0,6.0,543.0,12.0,MEX,DF,23.0,1998.0,25,1813.0,73.0,53.0,20.1,19,89.0,18.0,6,21.0,9,0.76,19.0,36.0,-17.0,-0.84,0.05,19.9,35.0,-15.1,-0.75,-0.06,2239,532937,IT1,3600000.0,US Cremonese
1383,ITA-Serie A,2223,Cremonese,Leonardo Sernicola,ITA,DF,25.0,1997.0,32.0,27.0,2317.0,25.7,2.0,2.0,4.0,2.0,0.0,0.0,11.0,0.0,1.3,1.3,2.3,3.7,60.0,62.0,95.0,0.08,0.08,0.16,0.08,0.16,0.05,0.09,0.14,0.05,0.14,ITA,DF,25.0,1997.0,25.7,2.0,25.0,5.0,20.0,0.97,0.19,0.08,0.4,21.3,0.0,0.0,0.0,1.3,1.3,0.05,0.7,0.7,ITA,DF,25.0,1997.0,25.7,615.0,945.0,65.1,10638.0,4546.0,293.0,352.0,83.2,239.0,389.0,61.4,64.0,143.0,44.8,2.0,2.3,2.2,-0.3,25.0,50.0,29.0,21.0,62.0,ITA,DF,25.0,1997.0,25.7,945.0,737.0,203.0,12.0,2.0,6.0,118.0,179.0,12.0,0.0,11.0,0.0,615.0,5.0,25.0,ITA,DF,25.0,1997.0,25.7,55.0,2.14,40.0,5.0,1.0,3.0,5.0,1.0,4.0,0.16,3.0,0.0,0.0,0.0,1.0,0.0,ITA,DF,25.0,1997.0,25.7,45.0,33.0,25.0,13.0,7.0,29.0,43.0,67.4,14.0,23.0,6.0,17.0,38.0,83.0,55.0,0.0,ITA,DF,25.0,1997.0,25.7,1220.0,67.0,352.0,498.0,387.0,24.0,1220.0,57.0,24.0,42.1,22.0,38.6,592.0,3716.0,2045.0,60.0,45.0,5.0,28.0,21.0,610.0,95.0,ITA,DF,25.0,1997.0,32,2317.0,72.0,67.7,25.7,27,82.0,18.0,5,22.0,4,0.78,25.0,50.0,-25.0,-0.97,-0.32,27.7,45.5,-17.8,-0.69,0.09,2239,340707,IT1,1900000.0,US Cremonese
1384,ITA-Serie A,2223,Cremonese,Luka Lochoshvili,GEO,DF,24.0,1998.0,25.0,22.0,1839.0,20.4,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,1.1,1.7,17.0,70.0,5.0,0.05,0.1,0.15,0.05,0.15,0.03,0.05,0.08,0.03,0.08,GEO,DF,24.0,1998.0,20.4,1.0,8.0,2.0,25.0,0.39,0.1,0.13,0.5,16.3,0.0,0.0,0.0,0.6,0.6,0.08,0.4,0.4,GEO,DF,24.0,1998.0,20.4,627.0,791.0,79.3,11677.0,4375.0,236.0,259.0,91.1,343.0,386.0,88.9,46.0,125.0,36.8,2.0,1.1,0.2,0.9,5.0,43.0,3.0,1.0,70.0,GEO,DF,24.0,1998.0,20.4,791.0,756.0,33.0,27.0,0.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,627.0,2.0,7.0,GEO,DF,24.0,1998.0,20.4,14.0,0.68,10.0,0.0,1.0,2.0,0.0,1.0,2.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,GEO,DF,24.0,1998.0,20.4,45.0,19.0,30.0,11.0,4.0,22.0,31.0,71.0,9.0,31.0,10.0,21.0,22.0,67.0,89.0,0.0,GEO,DF,24.0,1998.0,20.4,1019.0,133.0,561.0,414.0,54.0,9.0,1019.0,9.0,6.0,66.7,3.0,33.3,544.0,2851.0,1642.0,17.0,14.0,0.0,11.0,5.0,589.0,5.0,GEO,DF,24.0,1998.0,25,1839.0,74.0,53.8,20.4,22,79.0,9.0,3,31.0,7,0.72,21.0,33.0,-12.0,-0.59,0.61,21.1,32.2,-11.1,-0.54,0.39,2239,345189,IT1,1500000.0,US Cremonese
1385,ITA-Serie A,2223,Cremonese,Marco Benassi,ITA,MF,27.0,1994.0,15.0,11.0,998.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.4,1.7,10.0,27.0,30.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.16,0.12,0.16,ITA,MF,27.0,1994.0,11.1,0.0,19.0,8.0,42.1,1.71,0.72,0.0,0.0,19.9,0.0,0.0,0.0,1.3,1.3,0.07,-1.3,-1.3,ITA,MF,27.0,1994.0,11.1,248.0,344.0,72.1,4318.0,1060.0,115.0,136.0,84.6,109.0,138.0,79.0,20.0,44.0,45.5,0.0,0.4,0.5,-0.4,7.0,17.0,4.0,2.0,27.0,ITA,MF,27.0,1994.0,11.1,344.0,301.0,41.0,6.0,1.0,2.0,24.0,5.0,13.0,3.0,8.0,0.0,248.0,2.0,14.0,ITA,MF,27.0,1994.0,11.1,19.0,1.72,9.0,6.0,1.0,2.0,0.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,ITA,MF,27.0,1994.0,11.1,26.0,15.0,9.0,11.0,6.0,15.0,24.0,62.5,9.0,13.0,1.0,12.0,12.0,38.0,19.0,0.0,ITA,MF,27.0,1994.0,11.1,461.0,20.0,109.0,221.0,136.0,17.0,461.0,9.0,8.0,88.9,0.0,0.0,225.0,1193.0,439.0,10.0,14.0,0.0,12.0,10.0,224.0,30.0,ITA,MF,27.0,1994.0,15,998.0,67.0,29.2,11.1,11,81.0,7.0,4,27.0,1,0.87,9.0,21.0,-12.0,-1.08,-0.3,10.1,17.0,-6.8,-0.62,0.15,2239,201040,IT1,1500000.0,US Cremonese
1386,ITA-Serie A,2223,Fiorentina,Marco Benassi,ITA,DF,27.0,1994.0,2.0,1.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,ITA,DF,27.0,1994.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,ITA,DF,27.0,1994.0,1.0,91.0,105.0,86.7,2107.0,426.0,32.0,32.0,100.0,33.0,41.0,80.5,26.0,31.0,83.9,0.0,0.1,0.1,-0.1,1.0,11.0,1.0,0.0,9.0,ITA,DF,27.0,1994.0,1.0,105.0,94.0,11.0,5.0,0.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,91.0,0.0,1.0,ITA,DF,27.0,1994.0,1.0,1.0,0.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,DF,27.0,1994.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,ITA,DF,27.0,1994.0,1.0,112.0,1.0,25.0,64.0,24.0,3.0,112.0,1.0,0.0,0.0,0.0,0.0,81.0,284.0,120.0,0.0,4.0,0.0,1.0,1.0,85.0,6.0,ITA,DF,27.0,1994.0,2,93.0,47.0,2.7,1.0,1,70.0,0.0,1,23.0,2,1.5,2.0,2.0,0.0,0.0,-0.27,1.5,1.1,0.4,0.35,0.04,2239,201040,IT1,1500000.0,US Cremonese
1387,ITA-Serie A,2223,Cremonese,Marco Carnesecchi,ITA,GK,22.0,2000.0,27.0,27.0,2430.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.01,0.01,0.0,0.01,ITA,GK,22.0,2000.0,27.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,ITA,GK,22.0,2000.0,27.0,565.0,954.0,59.2,18072.0,14248.0,99.0,100.0,99.0,231.0,237.0,97.5,229.0,605.0,37.9,1.0,0.2,0.1,0.8,2.0,33.0,1.0,0.0,0.0,ITA,GK,22.0,2000.0,27.0,954.0,648.0,300.0,97.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,6.0,0.0,ITA,GK,22.0,2000.0,27.0,9.0,0.33,6.0,3.0,0.0,0.0,0.0,0.0,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,ITA,GK,22.0,2000.0,27.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,ITA,GK,22.0,2000.0,27.0,1036.0,906.0,1036.0,0.0,0.0,0.0,1036.0,0.0,0.0,,0.0,,568.0,2965.0,1600.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,ITA,GK,22.0,2000.0,27,2430.0,90.0,71.1,27.0,27,90.0,27.0,0,,4,0.78,25.0,47.0,-22.0,-0.81,0.19,28.1,44.3,-16.2,-0.6,0.42,2239,459763,IT1,10500000.0,US Cremonese
1388,ITA-Serie A,2223,Cremonese,Matteo Bianchetti,ITA,DF,29.0,1993.0,25.0,22.0,2132.0,23.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,0.5,1.2,6.0,47.0,4.0,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,ITA,DF,29.0,1993.0,23.7,1.0,7.0,4.0,57.1,0.3,0.17,0.14,0.25,10.9,0.0,0.0,0.0,0.8,0.8,0.11,0.2,0.2,ITA,DF,29.0,1993.0,23.7,729.0,935.0,78.0,14388.0,6137.0,242.0,281.0,86.1,400.0,455.0,87.9,79.0,171.0,46.2,0.0,0.5,0.5,-0.5,5.0,49.0,8.0,2.0,47.0,ITA,DF,29.0,1993.0,23.7,935.0,870.0,61.0,44.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,729.0,4.0,8.0,ITA,DF,29.0,1993.0,23.7,16.0,0.68,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,DF,29.0,1993.0,23.7,32.0,19.0,21.0,9.0,2.0,20.0,32.0,62.5,12.0,31.0,17.0,14.0,20.0,52.0,111.0,0.0,ITA,DF,29.0,1993.0,23.7,1169.0,188.0,692.0,447.0,37.0,13.0,1169.0,3.0,2.0,66.7,1.0,33.3,552.0,2612.0,1377.0,6.0,2.0,0.0,6.0,3.0,586.0,4.0,ITA,DF,29.0,1993.0,25,2132.0,85.0,62.3,23.7,22,89.0,20.0,3,59.0,9,0.6,26.0,47.0,-21.0,-0.89,-0.05,25.9,42.9,-17.0,-0.72,0.0,2239,160986,IT1,800000.0,US Cremonese
1389,ITA-Serie A,2223,Cremonese,Michele Castagnetti,ITA,MF,32.0,1989.0,27.0,14.0,1412.0,15.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.8,2.5,14.0,120.0,10.0,0.0,0.06,0.06,0.0,0.06,0.04,0.12,0.16,0.04,0.16,ITA,MF,32.0,1989.0,15.7,0.0,12.0,1.0,8.3,0.76,0.06,0.0,0.0,26.6,2.0,0.0,0.0,0.6,0.6,0.05,-0.6,-0.6,ITA,MF,32.0,1989.0,15.7,624.0,807.0,77.3,10942.0,4257.0,284.0,331.0,85.8,263.0,328.0,80.2,62.0,113.0,54.9,1.0,1.8,1.9,-0.8,26.0,95.0,16.0,3.0,120.0,ITA,MF,32.0,1989.0,15.7,807.0,729.0,73.0,41.0,4.0,10.0,38.0,8.0,18.0,11.0,6.0,0.0,624.0,5.0,12.0,ITA,MF,32.0,1989.0,15.7,57.0,3.63,45.0,5.0,1.0,5.0,1.0,0.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,ITA,MF,32.0,1989.0,15.7,46.0,21.0,20.0,24.0,2.0,18.0,54.0,33.3,36.0,14.0,4.0,10.0,15.0,61.0,22.0,0.0,ITA,MF,32.0,1989.0,15.7,941.0,33.0,209.0,560.0,184.0,9.0,941.0,12.0,8.0,66.7,3.0,25.0,449.0,1871.0,970.0,14.0,11.0,0.0,15.0,3.0,551.0,10.0,ITA,MF,32.0,1989.0,27,1412.0,52.0,41.3,15.7,14,74.0,5.0,13,29.0,6,0.78,19.0,29.0,-10.0,-0.64,0.39,18.1,26.3,-8.1,-0.52,0.35,2239,195335,IT1,700000.0,US Cremonese
1390,ITA-Serie A,2223,Cremonese,Paolo Ghiglione,ITA,DF,25.0,1997.0,15.0,8.0,711.0,7.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,0.6,1.5,5.0,19.0,35.0,0.13,0.13,0.25,0.13,0.25,0.1,0.08,0.18,0.1,0.18,ITA,DF,25.0,1997.0,7.9,1.0,7.0,2.0,28.6,0.89,0.25,0.14,0.5,17.0,0.0,0.0,0.0,0.8,0.8,0.12,0.2,0.2,ITA,DF,25.0,1997.0,7.9,159.0,285.0,55.8,3153.0,1607.0,61.0,86.0,70.9,73.0,122.0,59.8,25.0,63.0,39.7,1.0,0.6,0.6,0.4,13.0,17.0,18.0,15.0,19.0,ITA,DF,25.0,1997.0,7.9,285.0,227.0,58.0,1.0,0.0,2.0,39.0,55.0,2.0,0.0,2.0,0.0,159.0,0.0,11.0,ITA,DF,25.0,1997.0,7.9,19.0,2.41,16.0,3.0,0.0,0.0,0.0,0.0,3.0,0.38,3.0,0.0,0.0,0.0,0.0,0.0,ITA,DF,25.0,1997.0,7.9,16.0,11.0,10.0,3.0,3.0,10.0,23.0,43.5,13.0,9.0,4.0,5.0,4.0,20.0,12.0,0.0,ITA,DF,25.0,1997.0,7.9,359.0,16.0,106.0,135.0,122.0,9.0,359.0,11.0,2.0,18.2,9.0,81.8,153.0,736.0,381.0,5.0,7.0,1.0,6.0,4.0,178.0,35.0,ITA,DF,25.0,1997.0,15,711.0,47.0,20.8,7.9,8,77.0,3.0,7,14.0,20,0.87,9.0,14.0,-5.0,-0.63,0.3,7.7,14.7,-7.1,-0.89,-0.22,2239,313477,IT1,1600000.0,US Cremonese
1391,ITA-Serie A,2223,Cremonese,Soualiho Meïté,FRA,MF,28.0,1994.0,31.0,28.0,2366.0,26.3,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.7,1.2,26.0,82.0,22.0,0.0,0.08,0.08,0.0,0.08,0.02,0.03,0.04,0.02,0.04,FRA,MF,28.0,1994.0,26.3,0.0,17.0,3.0,17.6,0.65,0.11,0.0,0.0,24.4,0.0,0.0,0.0,0.5,0.5,0.03,-0.5,-0.5,FRA,MF,28.0,1994.0,26.3,863.0,1026.0,84.1,14666.0,3741.0,423.0,476.0,88.9,340.0,380.0,89.5,80.0,125.0,64.0,2.0,0.7,0.5,1.3,14.0,77.0,18.0,3.0,82.0,FRA,MF,28.0,1994.0,26.3,1026.0,993.0,28.0,23.0,3.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,863.0,5.0,11.0,FRA,MF,28.0,1994.0,26.3,45.0,1.71,38.0,1.0,3.0,0.0,1.0,2.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,FRA,MF,28.0,1994.0,26.3,47.0,31.0,25.0,15.0,7.0,22.0,46.0,47.8,24.0,27.0,6.0,21.0,27.0,74.0,36.0,0.0,FRA,MF,28.0,1994.0,26.3,1282.0,72.0,363.0,759.0,176.0,13.0,1282.0,60.0,28.0,46.7,18.0,30.0,719.0,3526.0,1612.0,26.0,20.0,4.0,30.0,30.0,811.0,22.0,FRA,MF,28.0,1994.0,31,2366.0,76.0,69.2,26.3,28,82.0,19.0,3,21.0,1,0.84,24.0,47.0,-23.0,-0.87,-0.02,26.0,45.8,-19.8,-0.75,-0.11,2239,164913,IT1,4400000.0,US Cremonese
1392,ITA-Serie A,2223,Empoli,Alberto Grassi,ITA,MF,27.0,1995.0,25.0,14.0,1194.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.4,0.9,5.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,ITA,MF,27.0,1995.0,13.3,0.0,10.0,3.0,30.0,0.75,0.23,0.0,0.0,15.7,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6,ITA,MF,27.0,1995.0,13.3,453.0,559.0,81.0,6919.0,2055.0,255.0,289.0,88.2,146.0,181.0,80.7,31.0,53.0,58.5,0.0,0.4,0.3,-0.4,6.0,27.0,5.0,0.0,50.0,ITA,MF,27.0,1995.0,13.3,559.0,538.0,19.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,2.0,8.0,ITA,MF,27.0,1995.0,13.3,13.0,0.98,11.0,0.0,0.0,1.0,1.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,ITA,MF,27.0,1995.0,13.3,26.0,21.0,13.0,13.0,0.0,15.0,24.0,62.5,9.0,23.0,12.0,11.0,27.0,53.0,45.0,0.0,ITA,MF,27.0,1995.0,13.3,734.0,79.0,261.0,400.0,80.0,13.0,734.0,8.0,4.0,50.0,4.0,50.0,302.0,1330.0,474.0,5.0,6.0,1.0,18.0,12.0,398.0,10.0,ITA,MF,27.0,1995.0,25,1194.0,48.0,34.9,13.3,14,72.0,5.0,11,17.0,2,1.12,17.0,16.0,1.0,0.08,0.6,14.9,22.1,-7.1,-0.54,-0.04,749,197473,IT1,2000000.0,FC Empoli
1393,ITA-Serie A,2223,Empoli,Ardian Ismajli,ALB,DF,25.0,1996.0,25.0,22.0,2094.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.3,1.0,10.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,ALB,DF,25.0,1996.0,23.3,0.0,9.0,2.0,22.2,0.39,0.09,0.0,0.0,12.0,0.0,0.0,0.0,0.7,0.7,0.08,-0.7,-0.7,ALB,DF,25.0,1996.0,23.3,871.0,1029.0,84.6,17177.0,5741.0,273.0,295.0,92.5,504.0,562.0,89.7,87.0,141.0,61.7,0.0,0.3,0.4,-0.3,5.0,26.0,3.0,0.0,42.0,ALB,DF,25.0,1996.0,23.3,1029.0,980.0,48.0,28.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,871.0,1.0,14.0,ALB,DF,25.0,1996.0,23.3,11.0,0.47,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ALB,DF,25.0,1996.0,23.3,40.0,32.0,25.0,15.0,0.0,18.0,24.0,75.0,6.0,47.0,31.0,16.0,27.0,67.0,120.0,0.0,ALB,DF,25.0,1996.0,23.3,1301.0,242.0,785.0,494.0,25.0,18.0,1301.0,2.0,2.0,100.0,0.0,0.0,694.0,3506.0,1752.0,10.0,2.0,0.0,3.0,2.0,762.0,0.0,ALB,DF,25.0,1996.0,25,2094.0,84.0,61.2,23.3,22,90.0,22.0,3,38.0,2,1.12,24.0,27.0,-3.0,-0.13,0.48,25.2,30.2,-4.9,-0.21,0.77,749,435228,IT1,2850000.0,FC Empoli
1394,ITA-Serie A,2223,Empoli,Fabiano Parisi,ITA,DF,21.0,2000.0,33.0,33.0,2830.0,31.4,2.0,0.0,2.0,2.0,0.0,0.0,10.0,1.0,1.8,1.8,2.0,3.8,102.0,154.0,68.0,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.12,0.06,0.12,ITA,DF,21.0,2000.0,31.4,2.0,21.0,2.0,9.5,0.67,0.06,0.1,1.0,21.9,0.0,0.0,0.0,1.8,1.8,0.09,0.2,0.2,ITA,DF,21.0,2000.0,31.4,1263.0,1646.0,76.7,20129.0,9462.0,684.0,768.0,89.1,457.0,589.0,77.6,95.0,184.0,51.6,0.0,2.0,1.5,-2.0,21.0,99.0,35.0,11.0,154.0,ITA,DF,21.0,2000.0,31.4,1646.0,1305.0,332.0,31.0,1.0,7.0,59.0,300.0,1.0,1.0,0.0,0.0,1263.0,9.0,50.0,ITA,DF,21.0,2000.0,31.4,62.0,1.97,42.0,4.0,7.0,2.0,6.0,1.0,8.0,0.25,6.0,0.0,1.0,0.0,1.0,0.0,ITA,DF,21.0,2000.0,31.4,65.0,35.0,37.0,21.0,7.0,30.0,72.0,41.7,42.0,51.0,16.0,35.0,41.0,106.0,91.0,0.0,ITA,DF,21.0,2000.0,31.4,2094.0,159.0,727.0,930.0,483.0,26.0,2094.0,129.0,64.0,49.6,47.0,36.4,1105.0,7030.0,4064.0,102.0,75.0,13.0,55.0,39.0,1113.0,68.0,ITA,DF,21.0,2000.0,33,2830.0,86.0,82.7,31.4,33,86.0,28.0,0,,2,1.21,31.0,37.0,-6.0,-0.19,0.72,32.5,45.0,-12.5,-0.4,0.67,749,547985,IT1,8333333.333333333,FC Empoli
