,league,season,team_x,player_name,nationality,position,age,YOB,MP,Starts,Min,90s_r,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Unnamed: 78,Unnamed: 79,xA,A-xAG,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Live,Dead,FK.1,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp.4,Off,Blocks,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,SCA,SCA90,PassLive,PassDead,TO,Sh.1,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.2,Fld.1,Def.1,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att.4,Tkl%,Lost,Blocks.1,Sh.3,Pass,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Touches,Def Pen,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Att Pen,Live.1,Att.5,Succ,Succ%,Tkld,Tkld%,Carries,TotDist.1,PrgDist.1,PrgC.1,1/3,CPA,Mis,Dis,Rec,PrgR.1,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,MP.1,Min.1,Mn/MP,Min%,90s,Starts.1,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,team_id,player_id,league_id,market_value_in_eur,team_y
1395,ITA-Serie A,2223,Empoli,Filippo Bandinelli,ITA,MF,27.0,1995.0,35.0,28.0,2263.0,25.1,2.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,1.7,1.7,2.6,4.4,40.0,101.0,89.0,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,ITA,MF,27.0,1995.0,25.1,2.0,24.0,7.0,29.2,0.95,0.28,0.08,0.29,23.4,0.0,0.0,0.0,1.7,1.7,0.07,0.3,0.3,ITA,MF,27.0,1995.0,25.1,773.0,1049.0,73.7,12752.0,3934.0,379.0,434.0,87.3,299.0,379.0,78.9,64.0,138.0,46.4,0.0,2.6,2.4,-2.6,31.0,62.0,36.0,21.0,101.0,ITA,MF,27.0,1995.0,25.1,1049.0,973.0,69.0,17.0,3.0,8.0,91.0,41.0,9.0,3.0,5.0,0.0,773.0,7.0,42.0,ITA,MF,27.0,1995.0,25.1,61.0,2.42,51.0,2.0,0.0,2.0,3.0,3.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,ITA,MF,27.0,1995.0,25.1,55.0,34.0,19.0,26.0,10.0,17.0,45.0,37.8,28.0,20.0,7.0,13.0,18.0,73.0,40.0,0.0,ITA,MF,27.0,1995.0,25.1,1333.0,66.0,317.0,658.0,376.0,29.0,1333.0,42.0,15.0,35.7,21.0,50.0,746.0,3897.0,1736.0,40.0,41.0,7.0,42.0,30.0,863.0,89.0,ITA,MF,27.0,1995.0,35,2263.0,65.0,66.2,25.1,28,74.0,3.0,7,26.0,1,1.17,24.0,27.0,-3.0,-0.12,0.58,24.9,34.7,-9.8,-0.39,0.37,749,240934,IT1,3500000.0,FC Empoli
1396,ITA-Serie A,2223,Empoli,Francesco Caputo,ITA,FW,34.0,1987.0,21.0,20.0,1708.0,19.0,5.0,4.0,9.0,3.0,2.0,2.0,1.0,0.0,7.5,5.9,2.2,8.1,16.0,21.0,128.0,0.26,0.21,0.47,0.16,0.37,0.39,0.12,0.51,0.31,0.43,ITA,FW,34.0,1987.0,19.0,5.0,40.0,15.0,37.5,2.11,0.79,0.08,0.2,12.7,0.0,2.0,2.0,7.5,5.9,0.16,-2.5,-2.9,ITA,FW,34.0,1987.0,19.0,235.0,332.0,70.8,2741.0,539.0,160.0,206.0,77.7,52.0,69.0,75.4,1.0,5.0,20.0,4.0,2.2,1.1,1.8,20.0,9.0,3.0,0.0,21.0,ITA,FW,34.0,1987.0,19.0,332.0,322.0,10.0,1.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,235.0,0.0,14.0,ITA,FW,34.0,1987.0,19.0,35.0,1.85,29.0,0.0,0.0,5.0,1.0,0.0,5.0,0.26,5.0,0.0,0.0,0.0,0.0,0.0,ITA,FW,34.0,1987.0,19.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,2.0,5.0,2.0,4.0,8.0,0.0,ITA,FW,34.0,1987.0,19.0,478.0,10.0,34.0,207.0,239.0,103.0,476.0,12.0,1.0,8.3,8.0,66.7,288.0,1218.0,449.0,16.0,7.0,7.0,45.0,24.0,395.0,128.0,ITA,FW,34.0,1987.0,21,1708.0,81.0,49.9,19.0,20,84.0,7.0,1,34.0,0,1.19,22.0,22.0,0.0,0.0,0.63,20.0,25.0,-5.0,-0.26,0.5,749,84765,IT1,1500000.0,FC Empoli
1397,ITA-Serie A,2223,Sampdoria,Francesco Caputo,ITA,FW,34.0,1987.0,15.0,13.0,1094.0,12.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9,1.9,0.5,2.4,6.0,11.0,76.0,0.08,0.0,0.08,0.08,0.08,0.15,0.04,0.19,0.15,0.19,ITA,FW,34.0,1987.0,12.2,1.0,19.0,5.0,26.3,1.56,0.41,0.05,0.2,14.8,0.0,0.0,0.0,1.9,1.9,0.1,-0.9,-0.9,ITA,FW,34.0,1987.0,12.2,168.0,237.0,70.9,2130.0,315.0,96.0,130.0,73.8,43.0,60.0,71.7,8.0,10.0,80.0,0.0,0.5,0.6,-0.5,9.0,11.0,4.0,0.0,11.0,ITA,FW,34.0,1987.0,12.2,237.0,208.0,28.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,168.0,1.0,9.0,ITA,FW,34.0,1987.0,12.2,23.0,1.89,17.0,0.0,1.0,3.0,1.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,ITA,FW,34.0,1987.0,12.2,3.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,ITA,FW,34.0,1987.0,12.2,309.0,4.0,11.0,126.0,172.0,49.0,309.0,9.0,3.0,33.3,5.0,55.6,181.0,696.0,192.0,6.0,4.0,7.0,21.0,14.0,243.0,76.0,ITA,FW,34.0,1987.0,15,1094.0,73.0,32.0,12.2,13,78.0,6.0,2,40.0,0,0.4,6.0,20.0,-14.0,-1.15,0.13,9.0,17.4,-8.4,-0.69,0.23,749,84765,IT1,1500000.0,FC Empoli
1398,ITA-Serie A,2223,Empoli,Guglielmo Vicario,ITA,GK,25.0,1996.0,31.0,31.0,2783.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,25.0,1996.0,30.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,ITA,GK,25.0,1996.0,30.9,923.0,1277.0,72.3,24781.0,16933.0,169.0,170.0,99.4,479.0,487.0,98.4,274.0,618.0,44.3,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,ITA,GK,25.0,1996.0,30.9,1277.0,999.0,277.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0,1.0,0.0,ITA,GK,25.0,1996.0,30.9,6.0,0.19,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,25.0,1996.0,30.9,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,ITA,GK,25.0,1996.0,30.9,1365.0,1120.0,1363.0,2.0,0.0,0.0,1365.0,0.0,0.0,,0.0,,820.0,4026.0,2527.0,0.0,0.0,0.0,0.0,0.0,736.0,0.0,ITA,GK,25.0,1996.0,31,2783.0,90.0,81.4,30.9,31,90.0,30.0,0,,0,1.26,34.0,39.0,-5.0,-0.16,0.83,31.9,48.7,-16.7,-0.54,-0.16,749,286047,IT1,14000000.0,FC Empoli
1399,ITA-Serie A,2223,Empoli,Jacopo Fazzini,ITA,MF,19.0,2003.0,21.0,8.0,825.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.9,1.9,11.0,21.0,40.0,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.2,0.11,0.2,ITA,MF,19.0,2003.0,9.2,0.0,14.0,1.0,7.1,1.53,0.11,0.0,0.0,20.5,1.0,0.0,0.0,1.0,1.0,0.07,-1.0,-1.0,ITA,MF,19.0,2003.0,9.2,257.0,326.0,78.8,3410.0,878.0,166.0,184.0,90.2,66.0,78.0,84.6,10.0,27.0,37.0,0.0,0.9,0.8,-0.9,9.0,16.0,4.0,1.0,21.0,ITA,MF,19.0,2003.0,9.2,326.0,305.0,19.0,8.0,1.0,1.0,11.0,2.0,5.0,3.0,2.0,0.0,257.0,2.0,10.0,ITA,MF,19.0,2003.0,9.2,24.0,2.62,16.0,3.0,2.0,1.0,2.0,0.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0,ITA,MF,19.0,2003.0,9.2,31.0,17.0,20.0,8.0,3.0,18.0,34.0,52.9,16.0,15.0,3.0,12.0,7.0,38.0,19.0,0.0,ITA,MF,19.0,2003.0,9.2,476.0,20.0,135.0,216.0,132.0,15.0,476.0,31.0,13.0,41.9,15.0,48.4,255.0,1355.0,552.0,11.0,14.0,0.0,23.0,24.0,292.0,40.0,ITA,MF,19.0,2003.0,21,825.0,39.0,24.1,9.2,8,71.0,1.0,13,20.0,16,1.38,6.0,9.0,-3.0,-0.33,-0.02,10.5,14.4,-3.9,-0.43,0.11,749,691482,IT1,766666.6666666666,FC Empoli
1400,ITA-Serie A,2223,Empoli,Koni De Winter,BEL,DF,20.0,2002.0,14.0,12.0,1024.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,BEL,DF,20.0,2002.0,11.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,BEL,DF,20.0,2002.0,11.4,424.0,494.0,85.8,7908.0,2790.0,166.0,181.0,91.7,226.0,249.0,90.8,31.0,58.0,53.4,0.0,0.2,0.1,-0.2,2.0,15.0,1.0,0.0,22.0,BEL,DF,20.0,2002.0,11.4,494.0,473.0,21.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,424.0,0.0,2.0,BEL,DF,20.0,2002.0,11.4,5.0,0.44,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEL,DF,20.0,2002.0,11.4,14.0,9.0,11.0,3.0,0.0,5.0,13.0,38.5,8.0,14.0,12.0,2.0,6.0,20.0,65.0,0.0,BEL,DF,20.0,2002.0,11.4,614.0,118.0,405.0,207.0,6.0,0.0,614.0,2.0,1.0,50.0,1.0,50.0,347.0,1854.0,819.0,2.0,1.0,0.0,8.0,3.0,370.0,0.0,BEL,DF,20.0,2002.0,14,1024.0,73.0,29.9,11.4,12,83.0,10.0,2,15.0,13,1.0,9.0,17.0,-8.0,-0.7,-0.55,9.8,22.1,-12.3,-1.08,-0.82,749,490384,IT1,4000000.0,FC Empoli
1401,ITA-Serie A,2223,Empoli,Liam Henderson,SCO,MF,26.0,1996.0,25.0,11.0,1007.0,11.2,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.5,0.5,1.4,1.9,11.0,38.0,38.0,0.0,0.09,0.09,0.0,0.09,0.04,0.12,0.17,0.04,0.17,SCO,MF,26.0,1996.0,11.2,0.0,12.0,5.0,41.7,1.07,0.45,0.0,0.0,23.5,1.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5,SCO,MF,26.0,1996.0,11.2,432.0,545.0,79.3,7210.0,2156.0,188.0,212.0,88.7,194.0,222.0,87.4,33.0,76.0,43.4,1.0,1.4,0.9,-0.4,17.0,31.0,12.0,9.0,38.0,SCO,MF,26.0,1996.0,11.2,545.0,512.0,29.0,10.0,3.0,6.0,35.0,4.0,8.0,2.0,3.0,0.0,432.0,4.0,10.0,SCO,MF,26.0,1996.0,11.2,33.0,2.95,30.0,1.0,0.0,1.0,0.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,SCO,MF,26.0,1996.0,11.2,13.0,10.0,6.0,5.0,2.0,4.0,21.0,19.0,17.0,10.0,2.0,8.0,10.0,23.0,10.0,0.0,SCO,MF,26.0,1996.0,11.2,622.0,19.0,135.0,353.0,142.0,14.0,622.0,5.0,0.0,0.0,5.0,100.0,368.0,1669.0,709.0,11.0,9.0,0.0,11.0,6.0,440.0,38.0,SCO,MF,26.0,1996.0,25,1007.0,40.0,29.4,11.2,11,65.0,0.0,14,21.0,12,1.16,10.0,19.0,-9.0,-0.8,-0.69,11.2,20.4,-9.2,-0.82,-0.44,749,193867,IT1,3000000.0,FC Empoli
1402,ITA-Serie A,2223,Empoli,Liberato Cacace,NZL,DF,21.0,2000.0,12.0,5.0,587.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.6,1.2,21.0,41.0,31.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.19,0.09,0.19,NZL,DF,21.0,2000.0,6.5,0.0,7.0,1.0,14.3,1.07,0.15,0.0,0.0,19.7,0.0,0.0,0.0,0.6,0.6,0.09,-0.6,-0.6,NZL,DF,21.0,2000.0,6.5,338.0,424.0,79.7,5441.0,1880.0,169.0,188.0,89.9,143.0,173.0,82.7,20.0,42.0,47.6,0.0,0.6,0.7,-0.6,8.0,24.0,1.0,1.0,41.0,NZL,DF,21.0,2000.0,6.5,424.0,336.0,88.0,11.0,0.0,1.0,29.0,75.0,2.0,2.0,0.0,0.0,338.0,0.0,10.0,NZL,DF,21.0,2000.0,6.5,23.0,3.53,13.0,3.0,2.0,4.0,0.0,1.0,1.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,NZL,DF,21.0,2000.0,6.5,25.0,10.0,12.0,8.0,5.0,9.0,15.0,60.0,6.0,15.0,7.0,8.0,4.0,29.0,16.0,0.0,NZL,DF,21.0,2000.0,6.5,525.0,33.0,166.0,243.0,122.0,12.0,525.0,20.0,8.0,40.0,10.0,50.0,242.0,1509.0,814.0,21.0,14.0,4.0,6.0,7.0,292.0,31.0,NZL,DF,21.0,2000.0,12,587.0,49.0,17.2,6.5,5,86.0,4.0,7,22.0,26,0.5,6.0,9.0,-3.0,-0.46,-0.17,6.4,12.8,-6.4,-0.98,-0.57,749,469211,IT1,2500000.0,FC Empoli
1403,ITA-Serie A,2223,Empoli,Marko Pjaca,CRO,"MF,FW",27.0,1995.0,17.0,5.0,525.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.1,22.0,18.0,33.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.19,0.11,0.19,CRO,"MF,FW",27.0,1995.0,5.8,0.0,15.0,2.0,13.3,2.57,0.34,0.0,0.0,19.5,0.0,0.0,0.0,0.7,0.7,0.04,-0.7,-0.7,CRO,"MF,FW",27.0,1995.0,5.8,195.0,246.0,79.3,3260.0,724.0,97.0,117.0,82.9,69.0,88.0,78.4,21.0,30.0,70.0,0.0,0.4,0.5,-0.4,11.0,16.0,8.0,3.0,18.0,CRO,"MF,FW",27.0,1995.0,5.8,246.0,218.0,28.0,4.0,0.0,0.0,25.0,2.0,17.0,8.0,6.0,0.0,195.0,0.0,3.0,CRO,"MF,FW",27.0,1995.0,5.8,27.0,4.64,17.0,4.0,3.0,2.0,1.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,CRO,"MF,FW",27.0,1995.0,5.8,4.0,3.0,3.0,1.0,0.0,3.0,5.0,60.0,2.0,3.0,0.0,3.0,3.0,7.0,3.0,0.0,CRO,"MF,FW",27.0,1995.0,5.8,321.0,3.0,34.0,154.0,136.0,17.0,321.0,38.0,23.0,60.5,12.0,31.6,202.0,1350.0,691.0,22.0,8.0,9.0,16.0,19.0,245.0,33.0,CRO,"MF,FW",27.0,1995.0,17,525.0,31.0,15.4,5.8,5,58.0,0.0,12,20.0,15,1.12,7.0,8.0,-1.0,-0.17,0.17,5.1,11.7,-6.6,-1.13,-0.73,749,205940,IT1,2600000.0,FC Empoli
1404,ITA-Serie A,2223,Empoli,Mattia Destro,ITA,"FW,MF",31.0,1991.0,17.0,6.0,572.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,0.4,1.8,4.0,4.0,20.0,0.16,0.0,0.16,0.16,0.16,0.22,0.06,0.28,0.22,0.28,ITA,"FW,MF",31.0,1991.0,6.4,1.0,20.0,7.0,35.0,3.15,1.1,0.05,0.14,14.8,0.0,0.0,0.0,1.4,1.4,0.07,-0.4,-0.4,ITA,"FW,MF",31.0,1991.0,6.4,44.0,79.0,55.7,518.0,127.0,32.0,45.0,71.1,6.0,19.0,31.6,3.0,5.0,60.0,0.0,0.4,0.3,-0.4,4.0,1.0,2.0,0.0,4.0,ITA,"FW,MF",31.0,1991.0,6.4,79.0,74.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,5.0,ITA,"FW,MF",31.0,1991.0,6.4,11.0,1.73,5.0,0.0,3.0,1.0,2.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,ITA,"FW,MF",31.0,1991.0,6.4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1.0,2.0,5.0,0.0,ITA,"FW,MF",31.0,1991.0,6.4,139.0,6.0,12.0,59.0,68.0,26.0,139.0,8.0,4.0,50.0,4.0,50.0,79.0,286.0,108.0,4.0,1.0,3.0,14.0,5.0,102.0,20.0,ITA,"FW,MF",31.0,1991.0,17,572.0,34.0,16.7,6.4,6,63.0,1.0,11,18.0,5,1.06,5.0,11.0,-6.0,-0.94,-0.75,6.5,10.8,-4.3,-0.68,-0.2,749,88683,IT1,2000000.0,FC Empoli
1405,ITA-Serie A,2223,Empoli,Nedim Bajrami,ALB,"MF,FW",23.0,1999.0,19.0,8.0,940.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.2,2.4,22.0,29.0,47.0,0.1,0.1,0.19,0.1,0.19,0.12,0.11,0.23,0.12,0.23,ALB,"MF,FW",23.0,1999.0,10.4,1.0,21.0,7.0,33.3,2.01,0.67,0.05,0.14,24.1,6.0,0.0,0.0,1.2,1.2,0.06,-0.2,-0.2,ALB,"MF,FW",23.0,1999.0,10.4,260.0,348.0,74.7,3968.0,1323.0,149.0,182.0,81.9,79.0,96.0,82.3,20.0,43.0,46.5,1.0,1.2,0.7,-0.2,15.0,19.0,6.0,0.0,29.0,ALB,"MF,FW",23.0,1999.0,10.4,348.0,305.0,43.0,9.0,0.0,4.0,35.0,8.0,18.0,10.0,5.0,0.0,260.0,0.0,8.0,ALB,"MF,FW",23.0,1999.0,10.4,39.0,3.74,27.0,8.0,2.0,1.0,1.0,0.0,4.0,0.38,2.0,0.0,1.0,0.0,1.0,0.0,ALB,"MF,FW",23.0,1999.0,10.4,8.0,4.0,3.0,3.0,2.0,4.0,6.0,66.7,2.0,5.0,0.0,5.0,7.0,15.0,4.0,0.0,ALB,"MF,FW",23.0,1999.0,10.4,457.0,1.0,66.0,185.0,219.0,27.0,457.0,31.0,11.0,35.5,18.0,58.1,267.0,1928.0,816.0,22.0,21.0,10.0,24.0,17.0,304.0,47.0,ALB,"MF,FW",23.0,1999.0,19,940.0,49.0,27.5,10.4,8,80.0,4.0,11,27.0,1,1.21,8.0,14.0,-6.0,-0.57,-0.36,8.9,18.6,-9.7,-0.93,-0.58,6574,390177,IT1,8000000.0,US Sassuolo
1406,ITA-Serie A,2223,Sassuolo,Nedim Bajrami,ALB,"FW,MF",23.0,1999.0,18.0,7.0,819.0,9.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9,1.9,1.5,3.4,23.0,44.0,96.0,0.11,0.0,0.11,0.11,0.11,0.21,0.16,0.37,0.21,0.37,ALB,"FW,MF",23.0,1999.0,9.1,1.0,23.0,8.0,34.8,2.53,0.88,0.04,0.13,20.7,4.0,0.0,0.0,1.9,1.9,0.08,-0.9,-0.9,ALB,"FW,MF",23.0,1999.0,9.1,245.0,355.0,69.0,3599.0,922.0,150.0,174.0,86.2,73.0,100.0,73.0,16.0,52.0,30.8,0.0,1.5,1.6,-1.5,14.0,13.0,11.0,0.0,44.0,ALB,"FW,MF",23.0,1999.0,9.1,355.0,307.0,48.0,9.0,0.0,0.0,57.0,5.0,34.0,17.0,13.0,0.0,245.0,0.0,15.0,ALB,"FW,MF",23.0,1999.0,9.1,34.0,3.74,21.0,6.0,4.0,2.0,0.0,1.0,2.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0,ALB,"FW,MF",23.0,1999.0,9.1,12.0,7.0,6.0,2.0,4.0,5.0,11.0,45.5,6.0,9.0,1.0,8.0,7.0,19.0,6.0,0.0,ALB,"FW,MF",23.0,1999.0,9.1,451.0,8.0,63.0,150.0,247.0,29.0,451.0,32.0,18.0,56.3,12.0,37.5,278.0,1652.0,739.0,23.0,16.0,12.0,20.0,9.0,295.0,96.0,ALB,"FW,MF",23.0,1999.0,18,819.0,46.0,23.9,9.1,7,71.0,1.0,11,29.0,0,1.39,9.0,19.0,-10.0,-1.1,-0.96,11.7,11.9,-0.2,-0.02,-0.09,6574,390177,IT1,8000000.0,US Sassuolo
1407,ITA-Serie A,2223,Empoli,Nicolas Haas,SUI,MF,26.0,1996.0,24.0,12.0,1156.0,12.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.9,2.1,10.0,36.0,23.0,0.08,0.08,0.16,0.08,0.16,0.09,0.07,0.16,0.09,0.16,SUI,MF,26.0,1996.0,12.8,1.0,8.0,3.0,37.5,0.62,0.23,0.13,0.33,16.5,0.0,0.0,0.0,1.2,1.2,0.15,-0.2,-0.2,SUI,MF,26.0,1996.0,12.8,304.0,409.0,74.3,5096.0,1341.0,149.0,179.0,83.2,122.0,158.0,77.2,26.0,41.0,63.4,1.0,0.9,0.3,0.1,9.0,29.0,6.0,0.0,36.0,SUI,MF,26.0,1996.0,12.8,409.0,400.0,9.0,4.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,304.0,0.0,16.0,SUI,MF,26.0,1996.0,12.8,19.0,1.48,17.0,1.0,1.0,0.0,0.0,0.0,1.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0,SUI,MF,26.0,1996.0,12.8,27.0,13.0,16.0,6.0,5.0,12.0,24.0,50.0,12.0,16.0,4.0,12.0,8.0,35.0,27.0,0.0,SUI,MF,26.0,1996.0,12.8,554.0,43.0,187.0,254.0,115.0,16.0,554.0,6.0,1.0,16.7,4.0,66.7,263.0,946.0,449.0,10.0,13.0,2.0,17.0,9.0,336.0,23.0,SUI,MF,26.0,1996.0,24,1156.0,48.0,33.8,12.8,12,72.0,2.0,12,24.0,11,1.25,9.0,17.0,-8.0,-0.62,-0.46,10.6,21.0,-10.4,-0.8,-0.44,749,192638,IT1,2750000.0,FC Empoli
1408,ITA-Serie A,2223,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",21.0,2000.0,28.0,12.0,1285.0,14.3,6.0,1.0,7.0,6.0,0.0,0.0,5.0,1.0,3.4,3.4,1.1,4.5,73.0,42.0,99.0,0.42,0.07,0.49,0.42,0.49,0.23,0.08,0.31,0.23,0.31,ITA,"FW,MF",21.0,2000.0,14.3,6.0,36.0,14.0,38.9,2.52,0.98,0.17,0.43,18.1,0.0,0.0,0.0,3.4,3.4,0.09,2.6,2.6,ITA,"FW,MF",21.0,2000.0,14.3,321.0,432.0,74.3,4556.0,930.0,194.0,219.0,88.6,86.0,119.0,72.3,19.0,34.0,55.9,1.0,1.1,1.6,-0.1,15.0,19.0,18.0,5.0,42.0,ITA,"FW,MF",21.0,2000.0,14.3,432.0,420.0,10.0,1.0,0.0,0.0,41.0,7.0,1.0,0.0,0.0,0.0,321.0,2.0,25.0,ITA,"FW,MF",21.0,2000.0,14.3,53.0,3.71,31.0,1.0,3.0,5.0,10.0,3.0,7.0,0.49,1.0,1.0,2.0,1.0,2.0,0.0,ITA,"FW,MF",21.0,2000.0,14.3,30.0,22.0,11.0,12.0,7.0,8.0,27.0,29.6,19.0,19.0,1.0,18.0,9.0,39.0,8.0,0.0,ITA,"FW,MF",21.0,2000.0,14.3,638.0,9.0,87.0,255.0,311.0,56.0,638.0,57.0,22.0,38.6,20.0,35.1,442.0,3746.0,1603.0,73.0,30.0,23.0,44.0,21.0,464.0,99.0,ITA,"FW,MF",21.0,2000.0,28,1285.0,46.0,37.6,14.3,12,74.0,2.0,16,25.0,3,1.32,20.0,12.0,8.0,0.56,1.4,17.5,19.7,-2.2,-0.15,0.58,749,459151,IT1,2500000.0,FC Empoli
